Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix, 1-wire, ble, RAT, Band
24/04/2025,07:58:54,23/04/2025,21:15:27,8674886293973,0x5b2c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11487,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418000f1a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:15:26
24/04/2025,07:58:55,23/04/2025,21:15:42,8674886293973,0x5b2d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11489,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418000f29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:15:41
24/04/2025,07:58:55,23/04/2025,21:15:57,8674886293973,0x5b2e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418000f38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:15:56
24/04/2025,07:58:57,23/04/2025,21:16:12,8674886293973,0x5b2f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800100b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:16:11
24/04/2025,07:58:57,23/04/2025,21:16:27,8674886293973,0x5b30,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800101a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:16:26
24/04/2025,07:58:58,23/04/2025,21:16:42,8674886293973,0x5b32,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001029,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:16:41
24/04/2025,07:58:58,23/04/2025,21:16:57,8674886293973,0x5b33,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11477,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001038,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:16:56
24/04/2025,07:58:59,23/04/2025,21:17:12,8674886293973,0x5b34,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11477,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800110b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:17:11
24/04/2025,07:59:00,23/04/2025,21:17:27,8674886293973,0x5b35,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11477,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800111a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:17:26
24/04/2025,07:59:00,23/04/2025,21:17:42,8674886293973,0x5b36,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11477,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001129,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:17:41
24/04/2025,07:59:01,23/04/2025,21:17:57,8674886293973,0x5b37,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11512,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001138,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:17:56
24/04/2025,07:59:01,23/04/2025,21:18:12,8674886293973,0x5b38,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11517,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800120b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:18:11
24/04/2025,07:59:02,23/04/2025,21:18:27,8674886293973,0x5b39,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11405,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800121a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:18:26
24/04/2025,07:59:02,23/04/2025,21:18:42,8674886293973,0x5b3a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11456,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001229,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:18:41
24/04/2025,07:59:02,23/04/2025,21:18:57,8674886293973,0x5b3b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11469,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001238,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:18:56
24/04/2025,07:59:03,23/04/2025,21:19:12,8674886293973,0x5b3c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11493,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800130b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:19:11
24/04/2025,07:59:04,23/04/2025,21:19:27,8674886293973,0x5b3d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11462,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800131a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:19:26
24/04/2025,07:59:04,23/04/2025,21:19:42,8674886293973,0x5b3e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11516,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001329,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:19:41
24/04/2025,07:59:04,23/04/2025,21:19:57,8674886293973,0x5b3f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11518,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001338,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:19:56
24/04/2025,07:59:05,23/04/2025,21:20:12,8674886293973,0x5b40,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11447,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800140b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:20:11
24/04/2025,07:59:06,23/04/2025,21:20:27,8674886293973,0x5b41,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11459,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800141a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:20:26
24/04/2025,07:59:06,23/04/2025,21:20:42,8674886293973,0x5b42,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11459,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001429,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:20:41
24/04/2025,07:59:07,23/04/2025,21:20:57,8674886293973,0x5b43,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11459,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001438,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:20:56
24/04/2025,07:59:07,23/04/2025,21:21:12,8674886293973,0x5b44,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11449,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800150b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:21:11
24/04/2025,07:59:08,23/04/2025,21:21:27,8674886293973,0x5b46,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11446,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800151a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:21:26
24/04/2025,07:59:08,23/04/2025,21:21:42,8674886293973,0x5b48,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11446,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001529,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:21:41
24/04/2025,07:59:09,23/04/2025,21:21:57,8674886293973,0x5b49,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11446,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001538,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:21:56
24/04/2025,07:59:09,23/04/2025,21:22:12,8674886293973,0x5b4a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11446,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800160b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:22:11
24/04/2025,07:59:10,23/04/2025,21:22:27,8674886293973,0x5b4b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11493,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800161b,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:22:27
24/04/2025,07:59:10,23/04/2025,21:22:42,8674886293973,0x5b4c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11493,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001629,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:22:41
24/04/2025,07:59:11,23/04/2025,21:22:57,8674886293973,0x5b4d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11493,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001638,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:22:56
24/04/2025,07:59:11,23/04/2025,21:23:12,8674886293973,0x5b4e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11493,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800170b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:23:11
24/04/2025,07:59:12,23/04/2025,21:23:27,8674886293973,0x5b4f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11493,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800171a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:23:26
24/04/2025,07:59:12,23/04/2025,21:23:42,8674886293973,0x5b50,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11477,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001729,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:23:41
24/04/2025,07:59:13,23/04/2025,21:23:57,8674886293973,0x5b51,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11530,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001738,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:23:56
24/04/2025,07:59:13,23/04/2025,21:24:12,8674886293973,0x5b52,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11462,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800180b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:24:11
24/04/2025,07:59:14,23/04/2025,21:24:27,8674886293973,0x5b53,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11462,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800181a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:24:26
24/04/2025,07:59:14,23/04/2025,21:24:42,8674886293973,0x5b54,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11518,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001829,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:24:41
24/04/2025,07:59:15,23/04/2025,21:24:57,8674886293973,0x5b55,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11462,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001838,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:24:56
24/04/2025,07:59:15,23/04/2025,21:25:12,8674886293973,0x5b56,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11434,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800190b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:25:11
24/04/2025,07:59:16,23/04/2025,21:25:27,8674886293973,0x5b57,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11466,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800191a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:25:26
24/04/2025,07:59:16,23/04/2025,21:25:42,8674886293973,0x5b58,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11476,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001929,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:25:41
24/04/2025,07:59:17,23/04/2025,21:25:57,8674886293973,0x5b59,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11476,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001938,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:25:56
24/04/2025,07:59:17,23/04/2025,21:26:12,8674886293973,0x5b5a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11476,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001a0b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:26:11
24/04/2025,07:59:18,23/04/2025,21:26:27,8674886293973,0x5b5c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11475,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001a1a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:26:26
24/04/2025,07:59:18,23/04/2025,21:26:42,8674886293973,0x5b5e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11464,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001a29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:26:41
24/04/2025,07:59:19,23/04/2025,21:26:57,8674886293973,0x5b5f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11464,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001a38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:26:56
24/04/2025,07:59:19,23/04/2025,21:27:12,8674886293973,0x5b60,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11528,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001b0b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:27:11
24/04/2025,07:59:19,23/04/2025,21:27:27,8674886293973,0x5b61,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11410,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001b1a,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:27:26
24/04/2025,07:59:20,23/04/2025,21:27:42,8674886293973,0x5b62,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11483,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001b29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:27:41
24/04/2025,07:59:21,23/04/2025,21:27:57,8674886293973,0x5b63,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11483,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001b38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:27:56
24/04/2025,07:59:21,23/04/2025,21:28:12,8674886293973,0x5b64,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11483,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001c0b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:28:11
24/04/2025,07:59:22,23/04/2025,21:28:27,8674886293973,0x5b65,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11483,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001c1a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:28:26
24/04/2025,07:59:22,23/04/2025,21:28:42,8674886293973,0x5b66,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11461,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001c29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:28:41
24/04/2025,07:59:22,23/04/2025,21:28:57,8674886293973,0x5b67,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11461,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001c38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:28:56
24/04/2025,07:59:23,23/04/2025,21:29:12,8674886293973,0x5b68,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11454,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001d0b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:29:11
24/04/2025,07:59:24,23/04/2025,21:29:27,8674886293973,0x5b69,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11494,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001d1a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:29:26
24/04/2025,07:59:24,23/04/2025,21:29:42,8674886293973,0x5b6a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11494,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001d29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:29:41
24/04/2025,07:59:25,23/04/2025,21:29:57,8674886293973,0x5b6b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11494,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001d38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:29:56
24/04/2025,07:59:25,23/04/2025,21:30:12,8674886293973,0x5b6c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11434,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001e0b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:30:11
24/04/2025,07:59:26,23/04/2025,21:30:27,8674886293973,0x5b6d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11434,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001e1a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:30:26
24/04/2025,07:59:26,23/04/2025,21:30:42,8674886293973,0x5b6e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11434,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001e29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:30:41
24/04/2025,07:59:27,23/04/2025,21:30:57,8674886293973,0x5b6f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11486,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001e38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:30:56
24/04/2025,07:59:27,23/04/2025,21:31:12,8674886293973,0x5b70,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11486,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001f0b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:31:11
24/04/2025,07:59:28,23/04/2025,21:31:27,8674886293973,0x5b72,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11486,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001f1a,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:31:26
24/04/2025,07:59:28,23/04/2025,21:31:42,8674886293973,0x5b74,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11486,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001f29,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:31:41
24/04/2025,07:59:28,23/04/2025,21:31:57,8674886293973,0x5b75,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11490,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418001f38,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:31:56
24/04/2025,07:59:29,23/04/2025,21:32:12,8674886293973,0x5b76,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11490,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800200b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:32:11
24/04/2025,07:59:29,23/04/2025,21:32:27,8674886293973,0x5b77,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11490,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800201a,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:32:26
24/04/2025,07:59:30,23/04/2025,21:32:42,8674886293973,0x5b78,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11512,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418002029,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:32:41
24/04/2025,07:59:30,23/04/2025,21:32:57,8674886293973,0x5b79,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11503,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418002038,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:32:56
24/04/2025,07:59:31,23/04/2025,21:33:12,8674886293973,0x5b7a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11482,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041800210b,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 00:33:11
