Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix,,
27/03/2025,08:25:19,26/03/2025,00:20:08,8674886293973,0x2146,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0a,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031405,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:20:05 ,,
27/03/2025,08:25:19,26/03/2025,00:20:13,8674886293973,0x2147,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03140a,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:20:10 ,,
27/03/2025,09:23:37,26/03/2025,13:48:25,8674886293973,0x3c72,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,6,-,3,0,010b,0x01a6,-23.329355,-51.178923,07e9031a103017,724,6,c4a7,07a71434,0x000006,0x0000000402,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:48:23 ,,
27/03/2025,08:25:20,26/03/2025,00:20:23,8674886293973,0x2149,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031414,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:20:20 ,,
27/03/2025,08:25:21,26/03/2025,00:20:28,8674886293973,0x214a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031419,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:20:25 ,,
27/03/2025,08:27:21,26/03/2025,00:40:20,8674886293973,0x2240,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a032812,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:40:18 ,,
27/03/2025,09:03:04,26/03/2025,06:43:02,8674886293973,0x3366,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a092b00,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:43:00 ,,
27/03/2025,08:25:22,26/03/2025,00:20:43,8674886293973,0x214d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031428,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:20:40 ,,
27/03/2025,09:23:58,26/03/2025,13:52:50,8674886293973,0x3c9e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,6,-,4,0,010b,0x01b0,-23.329136,-51.178309,07e9031a103430,724,6,c4a7,07a71434,0x000007,0x0000000403,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:52:48 ,,
27/03/2025,08:25:23,26/03/2025,00:20:53,8674886293973,0x214f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031432,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:20:50 ,,
27/03/2025,09:29:14,26/03/2025,19:43:26,8674886293973,0x3f99,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,3,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a162b19,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:43:25 ,,
27/03/2025,08:25:24,26/03/2025,00:21:03,8674886293973,0x2151,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031501,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:21:01 ,,
27/03/2025,09:20:25,26/03/2025,13:11:40,8674886293973,0x3ae4,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,7,-,3,0,0,0x027c,-23.329548,-51.177808,07e9031a100b27,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:11:39 ,,
27/03/2025,09:04:12,26/03/2025,06:56:08,8674886293973,0x33f2,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323155,-51.189645,07e9031a093806,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:56:06 ,,
27/03/2025,08:47:47,26/03/2025,04:08:31,8674886293973,0x2c12,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a07081d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:08:29 ,,
27/03/2025,09:22:42,26/03/2025,13:39:00,8674886293973,0x3c01,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,7,-,2,0,001d,0x020d,-23.329457,-51.178248,07e9031a102639,724,6,c4a7,07a71434,0x000005,0x0000000400,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:38:57 ,,
27/03/2025,08:25:27,26/03/2025,00:21:28,8674886293973,0x2156,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03151a,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:21:26 ,,
27/03/2025,08:25:27,26/03/2025,00:21:33,8674886293973,0x2157,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03151f,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:21:31 ,,
27/03/2025,08:34:32,26/03/2025,01:53:43,8674886293973,0x25b6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0280,-23.323159,-51.189635,07e9031a043529,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:53:41 ,,
27/03/2025,08:25:28,26/03/2025,00:21:43,8674886293973,0x2159,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031529,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:21:41 ,,
27/03/2025,08:25:29,26/03/2025,00:21:48,8674886293973,0x215a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03152e,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:21:46 ,,
27/03/2025,08:25:29,26/03/2025,00:21:53,8674886293973,0x215b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031532,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:21:50 ,,
27/03/2025,08:42:36,26/03/2025,03:15:09,8674886293973,0x2993,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a060f08,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:15:08 ,,
27/03/2025,08:25:30,26/03/2025,00:22:03,8674886293973,0x215d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0a,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031600,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:00 ,,
27/03/2025,08:25:31,26/03/2025,00:22:08,8674886293973,0x215e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031605,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:05 ,,
27/03/2025,08:25:31,26/03/2025,00:22:13,8674886293973,0x215f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03160a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:10 ,,
27/03/2025,09:08:03,26/03/2025,07:17:33,8674886293973,0x34c2,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,0,0,11,0c,-,1,0,010b,0x023e,-23.323343,-51.189758,07e9031a0a111f,724,6,c4a7,07a6b001,0x000000,0x0000000208,0x000000,0x000000000000,-,-, -, 10.0, 2025-03-26 10:17:31 ,,
27/03/2025,08:25:32,26/03/2025,00:22:23,8674886293973,0x2162,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031614,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:20 ,,
27/03/2025,09:04:28,26/03/2025,06:58:48,8674886293973,0x3414,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323155,-51.189645,07e9031a093a2e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:58:46 ,,
27/03/2025,08:25:33,26/03/2025,00:22:33,8674886293973,0x2164,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03161e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:30 ,,
27/03/2025,09:18:42,26/03/2025,12:39:38,8674886293973,0x3a0c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,9,-,1,0,0,0x0242,-23.329851,-51.177658,07e9031a0f2722,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 15:39:34 ,,
27/03/2025,08:25:34,26/03/2025,00:22:43,8674886293973,0x2166,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031628,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:40 ,,
27/03/2025,08:25:35,26/03/2025,00:22:48,8674886293973,0x2167,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03162d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:45 ,,
27/03/2025,08:25:35,26/03/2025,00:22:53,8674886293973,0x2168,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031632,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:22:50 ,,
27/03/2025,08:22:23,25/03/2025,23:51:13,8674886293973,0x1fde,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a02330a,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 02:51:10 ,,
27/03/2025,08:25:36,26/03/2025,00:23:03,8674886293973,0x216a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031700,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:23:00 ,,
27/03/2025,09:09:00,26/03/2025,07:35:32,8674886293973,0x353a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,7,-,1,0,00af,0x0245,-23.329769,-51.177685,07e9031a0a231e,724,6,c4a7,07a71434,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 10:35:30 ,,
27/03/2025,08:25:37,26/03/2025,00:23:13,8674886293973,0x216c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03170a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:23:10 ,,
27/03/2025,08:49:44,26/03/2025,04:27:46,8674886293973,0x2d01,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a071b2c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:27:44 ,,
27/03/2025,08:37:28,26/03/2025,02:22:45,8674886293973,0x271e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0280,-23.323159,-51.189635,07e9031a05162b,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 05:22:43 ,,
27/03/2025,08:32:29,26/03/2025,01:31:26,8674886293973,0x24b8,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a041f18,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:31:24 ,,
27/03/2025,08:25:39,26/03/2025,00:23:33,8674886293973,0x2170,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03171e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:23:30 ,,
27/03/2025,08:48:00,26/03/2025,04:10:41,8674886293973,0x2c2d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a070a27,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:10:39 ,,
27/03/2025,08:55:48,26/03/2025,05:29:18,8674886293973,0x2fea,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a081d10,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:29:16 ,,
27/03/2025,08:25:41,26/03/2025,00:23:48,8674886293973,0x2173,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03172d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:23:45 ,,
27/03/2025,08:25:41,26/03/2025,00:23:53,8674886293973,0x2174,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031732,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:23:50 ,,
27/03/2025,08:49:04,26/03/2025,04:21:16,8674886293973,0x2cb1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a07150e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:21:14 ,,
27/03/2025,08:25:42,26/03/2025,00:24:03,8674886293973,0x2176,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031800,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:24:00 ,,
27/03/2025,08:26:55,26/03/2025,00:35:58,8674886293973,0x220a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a032337,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:35:55 ,,
27/03/2025,08:56:18,26/03/2025,05:34:18,8674886293973,0x3028,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a082210,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:34:16 ,,
27/03/2025,08:51:28,26/03/2025,04:46:18,8674886293973,0x2dd5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a072e10,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:46:16 ,,
27/03/2025,09:21:21,26/03/2025,13:22:55,8674886293973,0x3b58,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,7,-,1,0,0,0x0242,-23.329728,-51.177582,07e9031a101635,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:22:53 ,,
27/03/2025,08:25:45,26/03/2025,00:24:28,8674886293973,0x217b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031819,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:24:25 ,,
27/03/2025,08:25:45,26/03/2025,00:24:33,8674886293973,0x217d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03181e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:24:30 ,,
27/03/2025,08:31:39,26/03/2025,01:23:06,8674886293973,0x2450,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a041704,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:23:04 ,,
27/03/2025,08:25:46,26/03/2025,00:24:43,8674886293973,0x217f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031828,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:24:40 ,,
27/03/2025,08:25:47,26/03/2025,00:24:48,8674886293973,0x2180,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03182d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:24:45 ,,
27/03/2025,08:25:47,26/03/2025,00:24:53,8674886293973,0x2181,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031832,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:24:50 ,,
27/03/2025,09:29:52,26/03/2025,19:55:56,8674886293973,0x3fea,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,1,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a163736,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:55:54 ,,
27/03/2025,08:25:48,26/03/2025,00:25:03,8674886293973,0x2183,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031900,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:00 ,,
27/03/2025,08:25:49,26/03/2025,00:25:08,8674886293973,0x2184,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031905,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:05 ,,
27/03/2025,08:25:49,26/03/2025,00:25:13,8674886293973,0x2185,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03190a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:10 ,,
27/03/2025,08:28:37,26/03/2025,00:52:56,8674886293973,0x22da,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a033436,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:52:54 ,,
27/03/2025,08:29:18,26/03/2025,00:59:46,8674886293973,0x2330,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a033b2c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:59:44 ,,
27/03/2025,08:25:51,26/03/2025,00:25:28,8674886293973,0x2188,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03191a,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:26 ,,
27/03/2025,08:35:30,26/03/2025,02:03:23,8674886293973,0x262e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0280,-23.323159,-51.189635,07e9031a050315,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 05:03:21 ,,
27/03/2025,08:28:10,26/03/2025,00:48:31,8674886293973,0x22a3,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03301d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:48:29 ,,
27/03/2025,08:25:52,26/03/2025,00:25:43,8674886293973,0x218b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031929,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:41 ,,
27/03/2025,08:25:53,26/03/2025,00:25:48,8674886293973,0x218c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03192e,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:46 ,,
27/03/2025,08:25:53,26/03/2025,00:25:53,8674886293973,0x218d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031932,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:25:50 ,,
27/03/2025,09:23:51,26/03/2025,13:51:25,8674886293973,0x3c90,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,5,-,4,0,010b,0x01a1,-23.329418,-51.178879,07e9031a103316,724,6,c4a7,07a71434,0x000006,0x0000000402,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:51:22 ,,
27/03/2025,09:28:02,26/03/2025,19:19:35,8674886293973,0x3f00,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,21,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161321,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:19:33 ,,
27/03/2025,08:59:22,26/03/2025,06:06:22,8674886293973,0x31a0,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a090614,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:06:20 ,,
